Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.21, Los Angeles County, California",980021,Hansen Dam,1400000US06037980021,"(34.2656655, -118.368858)",Median_Rent_Price_2015_1400000US06037980021,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.22, Los Angeles County, California",980022,Granada Hills,1400000US06037980022,"(34.3001055, -118.485019)",Median_Rent_Price_2015_1400000US06037980022,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.23, Los Angeles County, California",980023,Chatsworth Reservoir,1400000US06037980023,"(34.2324115, -118.6281115)",Median_Rent_Price_2015_1400000US06037980023,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.24, Los Angeles County, California",980024,Sepulveda Basin,1400000US06037980024,"(34.1733255, -118.4930155)",Median_Rent_Price_2015_1400000US06037980024,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.25, Los Angeles County, California",980025,Carson,1400000US06037980025,"(33.841065, -118.2386745)",Median_Rent_Price_2015_1400000US06037980025,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.26, Los Angeles County, California",980026,Tujunga,1400000US06037980026,"(34.2727625, -118.2952615)",Median_Rent_Price_2015_1400000US06037980026,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.28, Los Angeles County, California",980028,Westchester,1400000US06037980028,"(33.93683848, -118.4083005)",Median_Rent_Price_2015_1400000US06037980028,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.30, Los Angeles County, California",980030,El Segundo,1400000US06037980030,"(33.9090245, -118.412818)",Median_Rent_Price_2015_1400000US06037980030,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.31, Los Angeles County, California",980031,San Pedro,1400000US06037980031,"(33.73751, -118.2614255)",Median_Rent_Price_2015_1400000US06037980031,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9800.33, Los Angeles County, California",980033,San Pedro,1400000US06037980033,"(33.751351467400355, -118.21615399999982)",Median_Rent_Price_2015_1400000US06037980033,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2015,,"Census Tract 9903, Los Angeles County, California",990300,Long Beach,1400000US06037990300,"(33.723119408974696, -118.20340049725401)",Median_Rent_Price_2015_1400000US06037990300,01/01/2015
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 1375.04, Los Angeles County, California",137504,Woodland Hills,1400000US06037137504,"(34.14705, -118.571596)",Median_Rent_Price_2016_1400000US06037137504,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,900,"Census Tract 2123.05, Los Angeles County, California",212305,Koreatown,1400000US06037212305,"(34.056107, -118.298204)",Median_Rent_Price_2016_1400000US06037212305,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 2653.01, Los Angeles County, California",265301,Westwood,1400000US06037265301,"(34.0709425, -118.4463495)",Median_Rent_Price_2016_1400000US06037265301,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 3200, Los Angeles County, California",320000,Universal City,1400000US06037320000,"(34.137367, -118.352786)",Median_Rent_Price_2016_1400000US06037320000,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 4032, Los Angeles County, California",403200,Pomona,1400000US06037403200,"(34.038906, -117.813367)",Median_Rent_Price_2016_1400000US06037403200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 5041.02, Los Angeles County, California",504102,Norwalk,1400000US06037504102,"(33.8999125, -118.0464285)",Median_Rent_Price_2016_1400000US06037504102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 5516, Los Angeles County, California",551600,Downey,1400000US06037551600,"(33.925708, -118.162308)",Median_Rent_Price_2016_1400000US06037551600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 5746.01, Los Angeles County, California",574601,Long Beach,1400000US06037574601,"(33.781883, -118.1157115)",Median_Rent_Price_2016_1400000US06037574601,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 5747, Los Angeles County, California",574700,Long Beach,1400000US06037574700,"(33.778316, -118.118802)",Median_Rent_Price_2016_1400000US06037574700,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9010.03, Los Angeles County, California",901003,Lancaster,1400000US06037901003,"(34.69674, -118.227897)",Median_Rent_Price_2016_1400000US06037901003,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9102.05, Los Angeles County, California",910205,Southeast Antelope Valley,1400000US06037910205,"(34.530174, -118.1365825)",Median_Rent_Price_2016_1400000US06037910205,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9200.11, Los Angeles County, California",920011,Castaic Canyons,1400000US06037920011,"(34.537969, -118.41508)",Median_Rent_Price_2016_1400000US06037920011,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9200.26, Los Angeles County, California",920026,Castaic Canyons,1400000US06037920026,"(34.475127, -118.42794)",Median_Rent_Price_2016_1400000US06037920026,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9202, Los Angeles County, California",920200,Castaic Canyons,1400000US06037920200,"(34.4679205, -118.594791)",Median_Rent_Price_2016_1400000US06037920200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9301.01, Los Angeles County, California",930101,Angeles Crest,1400000US06037930101,"(34.2419535, -118.119012)",Median_Rent_Price_2016_1400000US06037930101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.01, Los Angeles County, California",980001,Burbank,1400000US06037980001,"(34.199424, -118.3594925)",Median_Rent_Price_2016_1400000US06037980001,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.02, Los Angeles County, California",980002,Carson,1400000US06037980002,"(33.809244, -118.241188)",Median_Rent_Price_2016_1400000US06037980002,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.03, Los Angeles County, California",980003,Northeast Antelope Valley,1400000US06037980003,"(34.7929935, -117.957417)",Median_Rent_Price_2016_1400000US06037980003,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.04, Los Angeles County, California",980004,Palmdale,1400000US06037980004,"(34.6312145, -118.084388)",Median_Rent_Price_2016_1400000US06037980004,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.05, Los Angeles County, California",980005,Torrance,1400000US06037980005,"(33.852811, -118.3306995)",Median_Rent_Price_2016_1400000US06037980005,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.06, Los Angeles County, California",980006,Long Beach,1400000US06037980006,"(33.808542, -118.087881)",Median_Rent_Price_2016_1400000US06037980006,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.07, Los Angeles County, California",980007,Long Beach,1400000US06037980007,"(33.7633785, -118.1035825)",Median_Rent_Price_2016_1400000US06037980007,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.13, Los Angeles County, California",980013,El Segundo,1400000US06037980013,"(33.9163945, -118.3853095)",Median_Rent_Price_2016_1400000US06037980013,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.14, Los Angeles County, California",980014,Wilmington,1400000US06037980014,"(33.7950245, -118.240815)",Median_Rent_Price_2016_1400000US06037980014,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.18, Los Angeles County, California",980018,Long Beach,1400000US06037980018,"(33.814878, -118.1572775)",Median_Rent_Price_2016_1400000US06037980018,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.19, Los Angeles County, California",980019,Pacific Palisades,1400000US06037980019,"(34.0891725, -118.5518725)",Median_Rent_Price_2016_1400000US06037980019,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.20, Los Angeles County, California",980020,Shadow Hills,1400000US06037980020,"(34.2242935, -118.305462)",Median_Rent_Price_2016_1400000US06037980020,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.21, Los Angeles County, California",980021,Hansen Dam,1400000US06037980021,"(34.2656655, -118.368858)",Median_Rent_Price_2016_1400000US06037980021,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.22, Los Angeles County, California",980022,Granada Hills,1400000US06037980022,"(34.3001055, -118.485019)",Median_Rent_Price_2016_1400000US06037980022,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.23, Los Angeles County, California",980023,Chatsworth Reservoir,1400000US06037980023,"(34.2324115, -118.6281115)",Median_Rent_Price_2016_1400000US06037980023,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.24, Los Angeles County, California",980024,Sepulveda Basin,1400000US06037980024,"(34.1733255, -118.4930155)",Median_Rent_Price_2016_1400000US06037980024,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.25, Los Angeles County, California",980025,Carson,1400000US06037980025,"(33.841065, -118.2386745)",Median_Rent_Price_2016_1400000US06037980025,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.26, Los Angeles County, California",980026,Tujunga,1400000US06037980026,"(34.2727625, -118.2952615)",Median_Rent_Price_2016_1400000US06037980026,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.28, Los Angeles County, California",980028,Westchester,1400000US06037980028,"(33.93683848, -118.4083005)",Median_Rent_Price_2016_1400000US06037980028,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.30, Los Angeles County, California",980030,El Segundo,1400000US06037980030,"(33.9090245, -118.412818)",Median_Rent_Price_2016_1400000US06037980030,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.31, Los Angeles County, California",980031,San Pedro,1400000US06037980031,"(33.73751, -118.2614255)",Median_Rent_Price_2016_1400000US06037980031,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9800.33, Los Angeles County, California",980033,San Pedro,1400000US06037980033,"(33.751351467400355, -118.21615399999982)",Median_Rent_Price_2016_1400000US06037980033,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,,"Census Tract 9903, Los Angeles County, California",990300,Long Beach,1400000US06037990300,"(33.723119408974696, -118.20340049725401)",Median_Rent_Price_2016_1400000US06037990300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2011,1135,"Census Tract 1011.10, Los Angeles County, California",101110,Tujunga,1400000US06037101110,"(34.2595555, -118.293602)",Median_Rent_Price_2011_1400000US06037101110,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1981,"Census Tract 1011.22, Los Angeles County, California",101122,Tujunga,1400000US06037101122,"(34.267357, -118.29024)",Median_Rent_Price_2011_1400000US06037101122,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1128,"Census Tract 1012.10, Los Angeles County, California",101210,Tujunga,1400000US06037101210,"(34.251998, -118.2926875)",Median_Rent_Price_2011_1400000US06037101210,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,964,"Census Tract 1012.20, Los Angeles County, California",101220,Tujunga,1400000US06037101220,"(34.2511895, -118.281014)",Median_Rent_Price_2011_1400000US06037101220,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1288,"Census Tract 1013, Los Angeles County, California",101300,Tujunga,1400000US06037101300,"(34.2455945, -118.271731)",Median_Rent_Price_2011_1400000US06037101300,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1183,"Census Tract 1014, Los Angeles County, California",101400,Tujunga,1400000US06037101400,"(34.244255, -118.296428)",Median_Rent_Price_2011_1400000US06037101400,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,2000,"Census Tract 1021.03, Los Angeles County, California",102103,Shadow Hills,1400000US06037102103,"(34.224155, -118.354339)",Median_Rent_Price_2011_1400000US06037102103,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1056,"Census Tract 1021.05, Los Angeles County, California",102105,Sun Valley,1400000US06037102105,"(34.210852, -118.3480495)",Median_Rent_Price_2011_1400000US06037102105,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,681,"Census Tract 1021.07, Los Angeles County, California",102107,Shadow Hills,1400000US06037102107,"(34.2412955, -118.3292705)",Median_Rent_Price_2011_1400000US06037102107,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1859,"Census Tract 1031.01, Los Angeles County, California",103101,Sunland,1400000US06037103101,"(34.274431, -118.30714)",Median_Rent_Price_2011_1400000US06037103101,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1500,"Census Tract 1031.02, Los Angeles County, California",103102,Sunland,1400000US06037103102,"(34.262834, -118.30683)",Median_Rent_Price_2011_1400000US06037103102,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1171,"Census Tract 1032, Los Angeles County, California",103200,Lake View Terrace,1400000US06037103200,"(34.2745565, -118.3439025)",Median_Rent_Price_2011_1400000US06037103200,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1667,"Census Tract 1033, Los Angeles County, California",103300,Shadow Hills,1400000US06037103300,"(34.255439, -118.3527775)",Median_Rent_Price_2011_1400000US06037103300,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1097,"Census Tract 1034, Los Angeles County, California",103400,Sunland,1400000US06037103400,"(34.253933, -118.3147245)",Median_Rent_Price_2011_1400000US06037103400,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1657,"Census Tract 1041.03, Los Angeles County, California",104103,Lake View Terrace,1400000US06037104103,"(34.2819045, -118.3918905)",Median_Rent_Price_2011_1400000US06037104103,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,695,"Census Tract 1041.05, Los Angeles County, California",104105,Pacoima,1400000US06037104105,"(34.276146, -118.404645)",Median_Rent_Price_2011_1400000US06037104105,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1268,"Census Tract 1041.08, Los Angeles County, California",104108,Pacoima,1400000US06037104108,"(34.271671, -118.397614)",Median_Rent_Price_2011_1400000US06037104108,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,1146,"Census Tract 1041.24, Los Angeles County, California",104124,Lopez/Kagel Canyons,1400000US06037104124,"(34.287866, -118.376208)",Median_Rent_Price_2011_1400000US06037104124,01/01/2011
Housing & Real Estate,Rent Price,Median Rent Price,2011,861,"Census Tract 1042.01, Los Angeles County, California",104201,Pacoima,1400000US06037104201,"(34.2867415, -118.4160805)",Median_Rent_Price_2011_1400000US06037104201,01/01/2011
